District,City,Store_ID,Store_Type,Product_Name,Category,Brand,Units_Sold,Revenue,Profit,Price,Stock_Level,Reorder_Level,Supplier,Delivery_Time_Days,Order_Date
Salem,Salem,TN-SAL-596,Convenience,Wheat Flour 1kg,Staples,Annapurna,253,148326.31,15312.44,586.27,238,262,HUL,6,13-06-2025
Tirunelveli,Tirunelveli,TN-TIR-854,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,153,108290.34,25166.02,707.78,625,164,ITC,2,24-06-2024
Tirunelveli,Palayamkottai,TN-TIR-968,Hypermarket,Rice 5kg,Staples,Aachi,114,65137.32,9973.45,571.38,839,281,Metro Cash & Carry,3,05-08-2023
Madurai,Thirumangalam,TN-MAD-156,Hypermarket,Rice 5kg,Staples,Aachi,137,18110.03,4277.19,132.19,958,189,ITC,4,26-01-2025
Virudhunagar,Sivakasi,TN-VIR-250,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,232,268138.64,52606.48,1155.77,550,178,Local Distributor,10,16-08-2024
Nagapattinam,Nagapattinam,TN-NAG-934,Supermarket,Garbage Bags,Home Care,Supreme,209,224697.99,24901.66,1075.11,141,91,ITC,8,30-12-2024
Nagapattinam,Nagapattinam,TN-NAG-684,Wholesale,Floor Cleaner 1L,Home Care,Lizol,196,105144.2,5499.76,536.45,176,65,ITC,5,06-04-2023
Kanchipuram,Chengalpattu,TN-KAN-427,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,97,98328.9,12394.36,1013.7,87,126,Metro Cash & Carry,7,07-07-2023
Madurai,Madurai,TN-MAD-623,Wholesale,Mineral Water 1L,Beverages,Bisleri,143,136411.99,23187.36,953.93,433,193,Metro Cash & Carry,3,06-08-2025
Cuddalore,Chidambaram,TN-CUD-780,Supermarket,Bath Soap (Pack),Personal Care,Lux,27,19300.41,1850.28,714.83,120,116,ITC,10,17-05-2025
Tiruchirappalli,Srirangam,TN-TIR-537,Supermarket,Detergent 1kg,Home Care,Surf Excel,287,223271.65,19068.71,777.95,290,222,Local Distributor,9,04-04-2024
Dindigul,Palani,TN-DIN-462,Supermarket,Paneer 200g,Dairy,Milky Mist,208,48763.52,8679.89,234.44,906,204,Reliance Retail,5,09-02-2025
Cuddalore,Cuddalore,TN-CUD-837,Convenience,Soft Drink 2L,Beverages,Coca-Cola,224,11251.52,1582.1,50.23,319,88,ITC,8,24-01-2023
Salem,Attur,TN-SAL-204,Wholesale,Sugar 1kg,Staples,Madhur,86,101295.1,12268.28,1177.85,778,112,Local Distributor,7,17-07-2024
Pudukkottai,Pudukkottai,TN-PUD-100,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,118,39386.04,5121.21,333.78,713,178,HUL,10,26-03-2023
Kanchipuram,Kanchipuram,TN-KAN-364,Wholesale,Detergent 1kg,Home Care,Surf Excel,82,97489.8,19554.41,1188.9,455,204,Metro Cash & Carry,2,20-05-2025
Chennai,Chennai,TN-CHE-191,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,114,136626.72,9917.63,1198.48,917,243,Local Distributor,4,02-01-2025
Virudhunagar,Virudhunagar,TN-VIR-940,Hypermarket,Curd 500g,Dairy,Aavin,60,17671.8,2562.8,294.53,417,278,ITC,6,18-01-2024
Vellore,Vellore,TN-VEL-360,Convenience,Garbage Bags,Home Care,Supreme,266,34949.74,4071.3,131.39,849,229,ITC,3,07-01-2025
Thoothukudi,Thoothukudi,TN-THO-607,Hypermarket,Bath Soap (Pack),Personal Care,Lux,68,50810.28,6899.2,747.21,665,58,HUL,5,14-07-2024
Chennai,Chennai,TN-CHE-511,Supermarket,Detergent 1kg,Home Care,Surf Excel,252,271645.92,64182.22,1077.96,66,247,Metro Cash & Carry,3,13-06-2024
Virudhunagar,Virudhunagar,TN-VIR-659,Mall Outlet,Rice 5kg,Staples,Aachi,210,118616.4,19005.98,564.84,99,119,ITC,8,08-07-2024
Kanchipuram,Kanchipuram,TN-KAN-906,Hypermarket,Biscuits Family Pack,Snacks,Britannia,99,109351.44,19171.28,1104.56,969,117,Metro Cash & Carry,7,24-05-2024
Sivaganga,Karaikudi,TN-SIV-813,Mall Outlet,Garbage Bags,Home Care,Supreme,230,89173.3,13495.9,387.71,580,129,Local Distributor,2,01-11-2024
Dindigul,Palani,TN-DIN-421,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,68,50602.88,9841.06,744.16,695,96,ITC,8,09-01-2025
Vellore,Katpadi,TN-VEL-811,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,63,6492.15,426.67,103.05,699,236,ITC,4,19-03-2025
Erode,Gobichettipalayam,TN-ERO-421,Hypermarket,Curd 500g,Dairy,Aavin,69,9522.69,1579.37,138.01,335,145,Metro Cash & Carry,1,15-02-2025
Karur,Karur,TN-KAR-150,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,298,111851.32,8632.39,375.34,543,298,Metro Cash & Carry,5,02-01-2024
Coimbatore,Mettupalayam,TN-COI-485,Wholesale,Bath Soap (Pack),Personal Care,Lux,290,215702,29393.28,743.8,420,62,P&G,7,20-06-2024
Tirunelveli,Tirunelveli,TN-TIR-939,Convenience,Biscuits Family Pack,Snacks,Britannia,221,230041.11,34047.43,1040.91,453,137,Metro Cash & Carry,1,11-07-2025
Thanjavur,Kumbakonam,TN-THA-326,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,19,9911.92,976.36,521.68,801,144,P&G,7,19-02-2025
Salem,Salem,TN-SAL-888,Wholesale,Biscuits Family Pack,Snacks,Britannia,153,12844.35,1660.75,83.95,342,204,Metro Cash & Carry,6,13-04-2024
Coimbatore,Coimbatore,TN-COI-811,Wholesale,Tea 500g,Beverages,Tata Tea,100,15973,1284.73,159.73,185,296,Reliance Retail,7,06-09-2025
Karur,Karur,TN-KAR-510,Hypermarket,Biscuits Family Pack,Snacks,Britannia,39,18734.43,1325.11,480.37,181,121,Local Distributor,2,09-07-2023
Namakkal,Rasipuram,TN-NAM-646,Mall Outlet,Milk 1L,Dairy,Aavin,35,952.7,219.97,27.22,549,53,ITC,8,23-11-2025
Cuddalore,Chidambaram,TN-CUD-828,Wholesale,Garbage Bags,Home Care,Supreme,70,17579.8,1157.22,251.14,591,202,P&G,8,28-01-2023
Thoothukudi,Thoothukudi,TN-THO-238,Wholesale,Bath Soap (Pack),Personal Care,Lux,89,68845.06,9293.92,773.54,150,236,ITC,3,20-04-2023
Erode,Gobichettipalayam,TN-ERO-334,Wholesale,Biscuits Family Pack,Snacks,Britannia,121,63827.5,12081.71,527.5,747,148,Metro Cash & Carry,1,02-08-2025
Pudukkottai,Pudukkottai,TN-PUD-938,Hypermarket,Instant Noodles 4-pack,Snacks,Maggi,140,159408.2,13544.23,1138.63,130,81,Local Distributor,9,21-04-2024
Nagapattinam,Mayiladuthurai,TN-NAG-999,Convenience,Instant Noodles 4-pack,Snacks,Maggi,142,10740.88,1988.83,75.64,439,115,P&G,6,07-08-2024
Tiruvallur,Avadi,TN-TIR-857,Hypermarket,Coffee 200g,Beverages,Bru,44,6664.24,1592.04,151.46,157,289,Local Distributor,8,07-08-2024
Pudukkottai,Pudukkottai,TN-PUD-798,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,235,126265.5,25847.9,537.3,782,102,HUL,5,07-12-2023
Karur,Karur,TN-KAR-131,Hypermarket,Garbage Bags,Home Care,Supreme,280,130989.6,10995.68,467.82,74,279,Reliance Retail,6,26-01-2023
Pudukkottai,Pudukkottai,TN-PUD-920,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,203,234572.59,50512.94,1155.53,261,134,Local Distributor,4,09-03-2023
Cuddalore,Cuddalore,TN-CUD-432,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,79,26447.62,6050.13,334.78,338,267,HUL,5,25-01-2023
Coimbatore,Pollachi,TN-COI-906,Supermarket,Floor Cleaner 1L,Home Care,Lizol,40,34555.2,4466.87,863.88,485,179,P&G,9,18-05-2023
Kanchipuram,Chengalpattu,TN-KAN-276,Convenience,Bath Soap (Pack),Personal Care,Lux,135,148744.35,35862.61,1101.81,267,117,Reliance Retail,1,24-12-2025
Erode,Gobichettipalayam,TN-ERO-804,Supermarket,Detergent 1kg,Home Care,Surf Excel,116,63962.4,13230.98,551.4,109,53,Local Distributor,6,08-05-2024
Virudhunagar,Virudhunagar,TN-VIR-250,Mall Outlet,Paneer 200g,Dairy,Milky Mist,262,163681.88,16546.82,624.74,551,238,Reliance Retail,10,21-05-2025
Sivaganga,Sivaganga,TN-SIV-882,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,161,191910.39,21666.76,1191.99,592,229,HUL,8,03-08-2023
Thoothukudi,Thoothukudi,TN-THO-797,Hypermarket,Bath Soap (Pack),Personal Care,Lux,197,57998.77,12298.34,294.41,882,236,Metro Cash & Carry,9,19-02-2025
Thoothukudi,Thoothukudi,TN-THO-374,Hypermarket,Coffee 200g,Beverages,Bru,290,227783.4,38376.62,785.46,166,183,HUL,4,31-07-2023
Salem,Salem,TN-SAL-761,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,20,9648.8,2058.88,482.44,966,275,Metro Cash & Carry,4,20-12-2023
Nagapattinam,Nagapattinam,TN-NAG-828,Mall Outlet,Garbage Bags,Home Care,Supreme,113,24631.74,1828.3,217.98,835,79,ITC,3,16-04-2024
Tirunelveli,Tirunelveli,TN-TIR-116,Supermarket,Floor Cleaner 1L,Home Care,Lizol,202,113996.68,14349.96,564.34,46,282,ITC,9,11-09-2025
Cuddalore,Cuddalore,TN-CUD-111,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,156,37975.08,4813.08,243.43,95,123,ITC,4,15-08-2024
Dindigul,Dindigul,TN-DIN-756,Supermarket,Mineral Water 1L,Beverages,Bisleri,266,242336.64,50220.33,911.04,282,157,Metro Cash & Carry,3,04-02-2024
Dindigul,Palani,TN-DIN-518,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,55,3363.25,301.72,61.15,791,54,Reliance Retail,7,09-01-2024
Chennai,Chennai,TN-CHE-936,Convenience,Biscuits Family Pack,Snacks,Britannia,199,106721.71,6926.94,536.29,20,281,Local Distributor,1,11-06-2025
Kanchipuram,Chengalpattu,TN-KAN-532,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,42,1486.38,266.75,35.39,938,144,P&G,2,04-07-2023
Vellore,Katpadi,TN-VEL-101,Wholesale,Garbage Bags,Home Care,Supreme,170,23573.9,4074.13,138.67,944,284,Metro Cash & Carry,5,19-08-2025
Coimbatore,Pollachi,TN-COI-729,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,292,267778.6,36412.35,917.05,561,101,P&G,9,16-10-2023
Cuddalore,Chidambaram,TN-CUD-263,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,240,227088,35332.83,946.2,552,160,Metro Cash & Carry,9,01-12-2025
Sivaganga,Sivaganga,TN-SIV-583,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,42,18884.04,2345.38,449.62,605,159,HUL,6,17-07-2025
Madurai,Thirumangalam,TN-MAD-486,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,126,21328.02,5090.01,169.27,135,160,Local Distributor,6,19-07-2025
Nagapattinam,Nagapattinam,TN-NAG-489,Supermarket,Toothpaste 150g,Personal Care,Colgate,45,30280.05,1549.4,672.89,966,300,Metro Cash & Carry,6,13-10-2023
Madurai,Thirumangalam,TN-MAD-469,Convenience,Floor Cleaner 1L,Home Care,Lizol,165,192454.35,14156.12,1166.39,498,166,P&G,2,10-10-2023
Karur,Karur,TN-KAR-494,Mall Outlet,Tea 500g,Beverages,Tata Tea,43,5759.85,1063.24,133.95,854,215,Metro Cash & Carry,3,28-07-2024
Madurai,Thirumangalam,TN-MAD-241,Wholesale,Bath Soap (Pack),Personal Care,Lux,95,20140.95,3436.68,212.01,488,135,Metro Cash & Carry,10,02-06-2023
Tiruvallur,Tiruvallur,TN-TIR-930,Convenience,Instant Noodles 4-pack,Snacks,Maggi,141,155264.97,11031.13,1101.17,566,138,Local Distributor,5,02-02-2025
Karur,Karur,TN-KAR-426,Wholesale,Floor Cleaner 1L,Home Care,Lizol,69,1615.29,267.48,23.41,129,266,P&G,8,01-01-2023
Sivaganga,Sivaganga,TN-SIV-851,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,209,58327.72,11130.41,279.08,350,154,P&G,1,29-07-2025
Tirunelveli,Tirunelveli,TN-TIR-947,Hypermarket,Bath Soap (Pack),Personal Care,Lux,245,291652.9,43928.68,1190.42,941,193,Metro Cash & Carry,6,27-07-2024
Chennai,Chennai,TN-CHE-191,Wholesale,Floor Cleaner 1L,Home Care,Lizol,269,63395.23,11903.69,235.67,734,165,HUL,2,07-10-2023
Kanchipuram,Kanchipuram,TN-KAN-498,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,8,4705.04,290.69,588.13,359,291,Metro Cash & Carry,1,07-07-2023
Tiruchirappalli,Srirangam,TN-TIR-101,Mall Outlet,Tea 500g,Beverages,Tata Tea,242,257819.54,18522.13,1065.37,835,218,ITC,6,16-01-2024
Kanchipuram,Kanchipuram,TN-KAN-865,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,121,137633.87,30615.13,1137.47,451,63,Metro Cash & Carry,3,13-02-2024
Coimbatore,Coimbatore,TN-COI-573,Supermarket,Curd 500g,Dairy,Aavin,165,135790.05,6914.52,822.97,495,115,Local Distributor,2,29-10-2025
Sivaganga,Karaikudi,TN-SIV-675,Convenience,Toothpaste 150g,Personal Care,Colgate,121,118175.86,9237.79,976.66,581,183,Reliance Retail,7,12-03-2024
Kanchipuram,Chengalpattu,TN-KAN-234,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,147,168863.31,34312.72,1148.73,423,264,Local Distributor,2,20-11-2025
Salem,Attur,TN-SAL-307,Convenience,Garbage Bags,Home Care,Supreme,47,12765.2,2605.41,271.6,792,68,ITC,5,11-11-2024
Coimbatore,Coimbatore,TN-COI-460,Mall Outlet,Soft Drink 2L,Beverages,Coca-Cola,211,59438.7,5149.48,281.7,479,278,P&G,4,07-01-2025
Tiruvallur,Avadi,TN-TIR-636,Hypermarket,Biscuits Family Pack,Snacks,Britannia,82,42344.8,2629.4,516.4,882,119,Metro Cash & Carry,7,21-03-2023
Kanchipuram,Chengalpattu,TN-KAN-298,Mall Outlet,Garbage Bags,Home Care,Supreme,117,138981.96,34646.98,1187.88,912,126,Metro Cash & Carry,9,04-02-2024
Pudukkottai,Pudukkottai,TN-PUD-281,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,200,221388,46393.79,1106.94,645,298,P&G,7,10-10-2023
Pudukkottai,Pudukkottai,TN-PUD-438,Convenience,Wheat Flour 1kg,Staples,Annapurna,233,229094.92,53929.49,983.24,721,62,Reliance Retail,6,08-07-2025
Virudhunagar,Sivakasi,TN-VIR-460,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,208,43297.28,7053.74,208.16,746,261,ITC,10,11-03-2023
Pudukkottai,Pudukkottai,TN-PUD-884,Convenience,Toor Dal 1kg,Pulses,24 Mantra,26,15656.94,2974.31,602.19,748,57,Local Distributor,10,28-07-2023
Vellore,Vellore,TN-VEL-185,Supermarket,Paneer 200g,Dairy,Milky Mist,264,298547.04,20585.1,1130.86,703,54,HUL,6,27-08-2024
Tiruvallur,Avadi,TN-TIR-155,Hypermarket,Tea 500g,Beverages,Tata Tea,17,8486.91,1478.39,499.23,941,109,P&G,5,20-06-2023
Tirunelveli,Tirunelveli,TN-TIR-184,Hypermarket,Tea 500g,Beverages,Tata Tea,229,248080.28,51349.32,1083.32,921,194,P&G,1,22-01-2023
Tirunelveli,Palayamkottai,TN-TIR-877,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,168,25362.96,2356.72,150.97,736,288,HUL,6,15-06-2024
Tiruvallur,Avadi,TN-TIR-132,Wholesale,Toothpaste 150g,Personal Care,Colgate,27,30993.84,4601.42,1147.92,783,163,Local Distributor,4,22-09-2023
Tiruvallur,Tiruvallur,TN-TIR-462,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,19,20859.72,3823.28,1097.88,849,66,ITC,1,15-03-2025
Thanjavur,Thanjavur,TN-THA-411,Supermarket,Coffee 200g,Beverages,Bru,65,1530.1,183.06,23.54,960,58,HUL,7,04-04-2023
Nagapattinam,Mayiladuthurai,TN-NAG-165,Supermarket,Garbage Bags,Home Care,Supreme,158,120032.6,27844.14,759.7,978,106,Local Distributor,6,23-12-2023
Pudukkottai,Pudukkottai,TN-PUD-454,Hypermarket,Instant Noodles 4-pack,Snacks,Maggi,295,124416.25,7358.09,421.75,397,68,ITC,1,14-04-2025
Karur,Karur,TN-KAR-759,Supermarket,Milk 1L,Dairy,Aavin,297,156103.2,36341.05,525.6,844,190,ITC,2,03-03-2025
Tiruvallur,Avadi,TN-TIR-369,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,250,152782.5,28857.2,611.13,128,233,HUL,4,14-08-2024
Thanjavur,Kumbakonam,TN-THA-982,Hypermarket,Rice 5kg,Staples,Aachi,6,2899.8,410.89,483.3,776,267,HUL,6,02-11-2024
Chennai,Chennai,TN-CHE-264,Convenience,Rice 5kg,Staples,Aachi,42,25284.42,6247.11,602.01,320,115,HUL,7,12-01-2024
Thanjavur,Thanjavur,TN-THA-570,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,99,69982.11,12285.17,706.89,677,292,Metro Cash & Carry,3,24-03-2024
Vellore,Katpadi,TN-VEL-438,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,12,10679.16,602.19,889.93,40,214,Reliance Retail,1,30-12-2024
Vellore,Vellore,TN-VEL-752,Mall Outlet,Garbage Bags,Home Care,Supreme,216,134421.12,13253.27,622.32,155,276,ITC,2,25-02-2025
Cuddalore,Chidambaram,TN-CUD-325,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,8,2818.24,523.26,352.28,980,299,Reliance Retail,6,12-07-2025
Dindigul,Dindigul,TN-DIN-189,Hypermarket,Mineral Water 1L,Beverages,Bisleri,221,85701.59,11059.64,387.79,236,294,HUL,7,02-01-2024
Chennai,Chennai,TN-CHE-568,Convenience,Instant Noodles 4-pack,Snacks,Maggi,271,65072.52,6583.19,240.12,474,277,ITC,10,16-09-2023
Chennai,Chennai,TN-CHE-217,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,87,24905.49,4990.73,286.27,6,96,HUL,7,11-12-2023
Tiruchirappalli,Tiruchirappalli,TN-TIR-169,Convenience,Floor Cleaner 1L,Home Care,Lizol,68,43265.68,10036.43,636.26,740,51,Local Distributor,6,13-07-2023
Kanchipuram,Kanchipuram,TN-KAN-891,Supermarket,Floor Cleaner 1L,Home Care,Lizol,228,61443.72,7636.57,269.49,563,190,ITC,10,02-10-2024
Sivaganga,Karaikudi,TN-SIV-806,Wholesale,Tea 500g,Beverages,Tata Tea,53,24932.79,3823.51,470.43,725,62,P&G,4,07-09-2025
Pudukkottai,Pudukkottai,TN-PUD-168,Mall Outlet,Milk 1L,Dairy,Aavin,84,52084.2,8665.61,620.05,920,94,Metro Cash & Carry,5,10-11-2024
Thanjavur,Thanjavur,TN-THA-773,Supermarket,Floor Cleaner 1L,Home Care,Lizol,75,16378.5,3288.78,218.38,166,50,ITC,3,13-03-2024
Virudhunagar,Sivakasi,TN-VIR-649,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,74,59328.02,4811.35,801.73,258,72,P&G,5,24-09-2025
Thoothukudi,Thoothukudi,TN-THO-848,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,61,5973.73,1462.3,97.93,979,142,Metro Cash & Carry,10,06-02-2024
Chennai,Chennai,TN-CHE-853,Supermarket,Sugar 1kg,Staples,Madhur,23,17667.91,4341.63,768.17,283,289,Local Distributor,3,24-03-2024
Salem,Salem,TN-SAL-834,Wholesale,Detergent 1kg,Home Care,Surf Excel,188,192431.16,14516.7,1023.57,896,76,HUL,6,02-02-2024
Coimbatore,Coimbatore,TN-COI-615,Supermarket,Curd 500g,Dairy,Aavin,176,187594.88,24655.9,1065.88,405,100,ITC,1,06-12-2024
Virudhunagar,Virudhunagar,TN-VIR-948,Wholesale,Paneer 200g,Dairy,Milky Mist,240,105578.4,24348.35,439.91,98,206,Metro Cash & Carry,4,28-09-2023
Madurai,Madurai,TN-MAD-767,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,50,25527,5786.77,510.54,702,300,Local Distributor,2,19-08-2025
Thanjavur,Kumbakonam,TN-THA-985,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,86,60785.66,14658.91,706.81,223,80,ITC,5,22-05-2024
Pudukkottai,Pudukkottai,TN-PUD-168,Mall Outlet,Milk 1L,Dairy,Aavin,205,43337,7085.5,211.4,820,272,HUL,2,09-05-2025
Karur,Karur,TN-KAR-613,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,212,143623.64,17768.38,677.47,861,156,Reliance Retail,8,25-03-2023
Cuddalore,Cuddalore,TN-CUD-817,Wholesale,Sugar 1kg,Staples,Madhur,48,33263.52,7013.16,692.99,370,142,ITC,5,10-08-2024
Thoothukudi,Thoothukudi,TN-THO-771,Supermarket,Paneer 200g,Dairy,Milky Mist,225,108447.75,9681.07,481.99,313,204,HUL,4,03-05-2025
Namakkal,Namakkal,TN-NAM-409,Mall Outlet,Milk 1L,Dairy,Aavin,90,49974.3,3792.81,555.27,172,148,HUL,7,29-08-2023
Madurai,Thirumangalam,TN-MAD-250,Convenience,Coffee 200g,Beverages,Bru,215,173128.75,40499.49,805.25,756,137,Local Distributor,9,18-10-2024
Thoothukudi,Thoothukudi,TN-THO-203,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,25,16247.25,2414.32,649.89,608,293,Local Distributor,10,20-07-2023
Virudhunagar,Sivakasi,TN-VIR-251,Hypermarket,Toothpaste 150g,Personal Care,Colgate,48,38230.08,6276.57,796.46,389,117,HUL,4,24-11-2024
Vellore,Vellore,TN-VEL-837,Convenience,Paneer 200g,Dairy,Milky Mist,100,106898,19598.9,1068.98,373,186,HUL,4,17-05-2024
Thoothukudi,Thoothukudi,TN-THO-934,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,44,4965.4,1076.95,112.85,868,221,Metro Cash & Carry,8,10-04-2025
Chennai,Chennai,TN-CHE-836,Convenience,Instant Noodles 4-pack,Snacks,Maggi,244,228986.68,29328.81,938.47,706,194,Local Distributor,5,19-10-2025
Dindigul,Palani,TN-DIN-511,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,176,200191.2,24443.05,1137.45,245,161,P&G,10,25-08-2025
Thoothukudi,Thoothukudi,TN-THO-495,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,200,231096,14493.52,1155.48,213,281,P&G,3,11-06-2023
Tirunelveli,Palayamkottai,TN-TIR-392,Convenience,Rice 5kg,Staples,Aachi,279,235289.07,12137.12,843.33,340,286,Metro Cash & Carry,5,06-11-2025
Madurai,Thirumangalam,TN-MAD-289,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,78,31297.5,7448.5,401.25,589,147,Reliance Retail,5,03-07-2025
Tirunelveli,Tirunelveli,TN-TIR-973,Hypermarket,Rice 5kg,Staples,Aachi,237,248077.38,26106.86,1046.74,245,144,Local Distributor,10,01-09-2023
Thoothukudi,Thoothukudi,TN-THO-494,Supermarket,Toothpaste 150g,Personal Care,Colgate,31,37115.68,8934.91,1197.28,666,189,Metro Cash & Carry,4,22-05-2024
Tirunelveli,Palayamkottai,TN-TIR-936,Supermarket,Toothpaste 150g,Personal Care,Colgate,167,177960.21,16496.59,1065.63,829,64,Reliance Retail,10,25-04-2025
Vellore,Katpadi,TN-VEL-331,Supermarket,Rice 5kg,Staples,Aachi,20,13006.2,2435.43,650.31,124,176,Metro Cash & Carry,6,09-12-2023
Salem,Salem,TN-SAL-181,Convenience,Garbage Bags,Home Care,Supreme,233,30059.33,7109.22,129.01,287,131,HUL,4,12-01-2025
Thoothukudi,Thoothukudi,TN-THO-543,Mall Outlet,Paneer 200g,Dairy,Milky Mist,137,45912.81,8542.32,335.13,911,223,Reliance Retail,1,19-08-2023
Karur,Karur,TN-KAR-758,Hypermarket,Rice 5kg,Staples,Aachi,275,138844.75,16423.59,504.89,759,260,HUL,4,29-06-2025
Tiruvallur,Avadi,TN-TIR-235,Mall Outlet,Curd 500g,Dairy,Aavin,209,172366.48,22639.91,824.72,199,169,ITC,2,24-07-2024
Coimbatore,Pollachi,TN-COI-947,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,83,81350.79,19238.31,980.13,64,56,P&G,6,29-11-2025
Coimbatore,Coimbatore,TN-COI-125,Hypermarket,Detergent 1kg,Home Care,Surf Excel,96,84556.8,5339.13,880.8,190,131,Reliance Retail,4,03-09-2023
Kanchipuram,Kanchipuram,TN-KAN-718,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,298,249399.18,18626.02,836.91,940,105,Reliance Retail,9,27-06-2023
Karur,Karur,TN-KAR-135,Hypermarket,Toor Dal 1kg,Pulses,24 Mantra,106,49410.84,5888.42,466.14,726,89,Metro Cash & Carry,7,27-12-2023
Chennai,Chennai,TN-CHE-689,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,181,30920.23,3855.93,170.83,630,140,Local Distributor,4,25-04-2024
Salem,Salem,TN-SAL-254,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,102,109595.94,18705.61,1074.47,178,50,P&G,6,28-08-2025
Vellore,Katpadi,TN-VEL-330,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,221,115726.65,17527.4,523.65,995,58,Reliance Retail,7,07-07-2023
Coimbatore,Pollachi,TN-COI-570,Supermarket,Floor Cleaner 1L,Home Care,Lizol,100,47913,7166.2,479.13,982,80,Metro Cash & Carry,3,14-02-2024
Cuddalore,Cuddalore,TN-CUD-201,Supermarket,Detergent 1kg,Home Care,Surf Excel,68,13875.4,970.66,204.05,660,266,Metro Cash & Carry,4,10-01-2024
Madurai,Thirumangalam,TN-MAD-782,Wholesale,Bath Soap (Pack),Personal Care,Lux,278,287518.72,59191.52,1034.24,489,101,P&G,8,21-06-2024
Salem,Salem,TN-SAL-314,Hypermarket,Sugar 1kg,Staples,Madhur,77,88064.9,20600.89,1143.7,520,54,Local Distributor,2,21-08-2024
Thoothukudi,Thoothukudi,TN-THO-454,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,83,71917.84,13161.02,866.48,701,211,HUL,3,25-12-2024
Cuddalore,Cuddalore,TN-CUD-486,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,177,47621.85,8629.93,269.05,921,149,HUL,8,16-05-2024
Madurai,Madurai,TN-MAD-644,Supermarket,Bath Soap (Pack),Personal Care,Lux,208,171961.92,25511.46,826.74,107,261,HUL,1,21-09-2025
Dindigul,Dindigul,TN-DIN-977,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,67,52982.26,6081.93,790.78,13,277,Local Distributor,2,26-03-2024
Cuddalore,Cuddalore,TN-CUD-510,Supermarket,Floor Cleaner 1L,Home Care,Lizol,151,121325.48,11628.77,803.48,848,234,Reliance Retail,6,01-03-2025
Madurai,Thirumangalam,TN-MAD-848,Convenience,Detergent 1kg,Home Care,Surf Excel,28,12505.08,1254.08,446.61,74,254,HUL,2,24-01-2025
Madurai,Thirumangalam,TN-MAD-837,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,44,30278.6,7074.97,688.15,350,134,Reliance Retail,5,04-02-2023
Sivaganga,Sivaganga,TN-SIV-690,Wholesale,Mineral Water 1L,Beverages,Bisleri,113,81054.9,11361.62,717.3,508,141,HUL,1,04-09-2025
